label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
"Association “Za Zemiata (For the Earth) – Access to Justice” and “The Green Tank”, Hellenic Republic v. Executive Director of the Environment Executive Agency, TPP “Maritsa-Iztok 2” EAD",2021,,Decided,"Suits against governments, Energy and power, Suits against governments, Trade and Investment, Environmental permitting","Bulgaria, Administrative Court of Cassation, European Union, European Court of Justice","Bulgaria, Law on environmental protection, Bulgaria, Law on clean ambient air","This case first began in 2019 after the thermal power plant (TPP) Maritsa-Iztok 2 got its integrated permit for operation renewed indefinitely, allowing the plant to release mercury and sulphur oxides above set emissions limits. The Court of First Instance (Administrative Court Stara Zagora) dismissed the case, stating that there is no violation of the Aarhus Convention, even though the operations of the TPP in question have a transboundary effect. The Court also did not find any violations of the national Code of Administrative Procedure or the European Directives on ambient air quality and industrial emissions.",Whether a thermal power plant's renewed integrated permit that allows it to exceed set emissions limits violates Bulgarian and/or EU law.,No case documents are available.,https://climatecasechart.com/non-us-case/association-za-zemiata-for-the-earth-access-to-justice-and-the-green-tank-hellenic-republic-v-executive-director-of-the-environment-executive-agency-tpp-maritsa-iztok-2-ead
ClientEarth v. Financial Conduct Authority (Ithaca Energy plc listing on London Stock Exchange),2023,,Decided,"Suits against governments, Trade and Investment, Climate-justified measures","United Kingdom, England and Wales, High Court of Justice","European Union, Secondary Law, Regulations, EU Regulation (EU) 2017/1129, United Kingdom, Financial Services and Markets Act 2000","Ithaca Energy PLC is one of the largest independent oil and gas producers in the UK North Sea, with assets including the Cambo and Rosebank fields. In 2022 it sought, and was  ultimately granted, listing on the London Stock Exchange.","Whether the financial disclosures required for an oil and gas company to list on the London Stock Exchange were lawful, despite not detailing certain climate-related risks.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230216_19122_press-release-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230201_19122_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220808_19122_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230622_19122_na.pdf",https://climatecasechart.com/non-us-case/clientearth-v-financial-conduct-authority-ithaca-energy-plc-listing-on-london-stock-exchange
Butler-Sloss & Others v The Charity Commission for England And Wales & Another,2021,,Decided,,"United Kingdom, England and Wales, High Court of Justice","United Kingdom, Trustee Act 2000","This claim was brought by the trustees of two charities (the Ashden Trust and the Mark Leonard Trust; “the Claimants”), both of which have environmental protection or improvement as one of their main charitable purposes. The Claimants sought the Court’s approval to adopt an investment strategy that would, as far as practicably possible, exclude investments that did not align with the goals of the Paris Agreement under the UN Framework Convention on Climate Change (UNFCCC), which requires the 195 countries who are party to it to cut greenhouse gas emissions to tackle climate change. Though it is the nation signatories who must comply with the obligations, with private persons and charities not bound to it as such, the Claimants nonetheless chose the Paris Agreement as a benchmark with which to conclude that any investments that do not align with its goals are in direct conflict with their charitable purposes.",Whether charitable trustees can legitimately take into account non-financial considerations when exercising their powers of investment.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221115_19118_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220426_19118_judgment.pdf",https://climatecasechart.com/non-us-case/butler-sloss-others-v-the-charity-commission-for-england-and-wales-another
Altius Royalty Corporation et al. v. Her Majesty the Queen in Right of Alberta et al.,2020,2022 ABQB 255,Decided,"Suits against governments, Trade and Investment, Climate-justified measures","Canada, Alberta Court of Appeal","Canada, Reduction of Carbon Dioxide Emissions from Coal-Fired Generation of Electricity Regulations","In this case, the plaintiffs, Altius Royalty Corporation, Genesee Royalty Limited Partnership and Genesee Royalty GP Inc., alleged de facto expropriation of their royalty interest in coal from the Genesee Coal Mine caused by the defendant federal government’s regulations prohibiting coal-fired electricity generation by 2030 and the agreement between the owners of Genesee Power Plant and the government of Alberta, also a defendant, for the provision of transition payments to the owners of such plant in exchange for ceasing coal-fired emissions from the plant by December 31, 2030.","Whether, by virtue of requiring the phasing out of coal-fired electricity emissions, the defendants had de facto expropriated the plaintiffs’ royalty interest in coal from a coal mine in Alberta, Canada.",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210104_2022-ABQB-255_decision.pdf,https://climatecasechart.com/non-us-case/altius-royalty-corporation-et-al-v-her-majesty-the-queen-in-right-of-alberta-et-al
RWE and Uniper v. the Netherlands (Ministry of Climate and Energy),2021,ECLI:NL:RBDHA:2022:12628; ECLI:NL:RBDHA:2022:12635; ECLI:NL:RBDHA:2022:12653,Decided,"Suits against governments, Trade and Investment, Climate-justified measures, Suits against governments, Energy and power","Netherlands, District Court North-Holland","Netherlands, Prohibition of Coal in Electricity Production Act, International Law, European Convention on Human Rights, International Law, European Social Charter of 1961","On November 30, 2022, the District Court of The Hague decided that energy companies RWE and Uniper could not claim financial compensation for mandatory phase-out of coal-fired electricity production. In 2019, the Dutch government had adopted the Prohibition of Coal in Electricity Production Act to help implement its obligations under international climate law. The law provides that coal-fired power stations may no longer use coal as a fuel to generate electricity in the long term (by 2030 at the latest). The law aims to reduce CO₂ emissions from power plants.",Whether energy companies Uniper and RWE can claim compensation for violation of their right to property under the ECHR as a result of  the Prohibition of Coal in Electricity Production Act law that bans the use of coal in electricity generation by 2030.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20221130_ECLINLRBDHA202212628-ECLINLRBDHA202212635-ECLINLRBDHA202212653_decision.pdf,https://climatecasechart.com/non-us-case/rwe-and-uniper-v-state-of-the-netherlands-ministry-of-climate-and-energy
The PV Investors v. Spain,,PCA Case No. 2012-14,Decided,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, Permanent Court of Arbitration","International Law, Energy Charter Treaty","A group of European investors filed a claim for compensation arising out of a series of energy reforms undertaken by the Spanish Government affecting the renewables sector. The measures, implemented in 2010, introduced a number of changes to a previous regime established in 2007, and included a 7 per cent tax on power generators’ revenues and a reduction in subsidies for renewable energy producers. The investors argued that Spain had breached Article 10(1) of the Energy Charter Treaty, which provides that investors should be provided with stable and fair treatment and freedom from discrimination by encouraging them to invest in the Spanish renewable energy sector on the basis of the 2007 scheme and under the expectation that the scheme would remain in force. The Permanent Court of Arbitration sided with the investors and awarded them $99.8 million USD.",Whether a series of energy reforms undertaken by the Government affecting the renewables sector violated the rights of foreign investors under the Energy Charter Treaty.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200228_PCA-Case-No.-2012-14_decision.pdf,https://climatecasechart.com/non-us-case/the-pv-investors-v-spain
ExxonMobil Petroleum & Chemical BV v Kingdom of the Netherlands,2024,ICSID Case No. ARB/24/44,Pending,"Suits against governments, Trade and Investment, Climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Energy Charter Treaty","ExxonMobil initiated arbitration proceedings against the Dutch State, alleging breaches of contractual obligations under a 2018 Framework Agreement concerning the cessation of gas extraction in Groningen and the handling of earthquake-related damages. The company claims the Dutch State failed to engage in meaningful settlement discussions, with prior unilateral actions causing arbitrary and disproportionate harm to ExxonMobil as an investor. ExxonMobil seeks an amicable resolution with the new government to restore confidence in the investment climate.",Claim arising out of the Dutch Government decision to shut down the gas production in Groningen,No case documents are available.,https://climatecasechart.com/non-us-case/exxonmobil-petroleum-chemical-bv-v-kingdom-of-the-netherlands
Westmoreland v. Canada,2019,ICSID Case No. UNCT/20/3,Pending,"Suits against governments, Trade and Investment, Climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, NAFTA (North American Free Trade Agreement)","In November 2018 the Mining Company Westmoreland Coal Company submitted a notice of arbitration and statement of claim under Chapter 11 of the North American Free Trade Agreement. In it, the company argued that it was unlawfully excluded from a scheme developed to compensate investors for losses associated with the Alberta government's Climate Leadership Plan, which accelerated the deadline for the phase out of coal power to 2030.",Whether a US company had been unlawfully excluded from a compensation scheme designed to protect investors in the Alberta coal industry following plans by Alberta’s provincial government in 2015 to phase out coal-fired power plants in the province by 2030.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181119_ICSID-Case-No.-UNCT203_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220131_ICSID-Case-No.-UNCT203_na-1.pdf",https://climatecasechart.com/non-us-case/westmoreland-v-canada
Alten Renewable Energy v. Spain,2018,SCC Case No. 036/2015,Discontinued,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, Stockholm Chamber of Commerce","International Law, Energy Charter Treaty","The case arose from a series of energy sector reforms implemented by the Spanish Government, which affected renewable energy producers. These reforms included a 7% tax on power generators' revenues and a reduction in subsidies for renewable energy production. Alten, the claimant, alleged that these regulatory changes negatively impacted its investments in photovoltaic plants in Spain. The dispute pertains to the electricity and energy supply sector, classified under renewable energies.",Whether the rollback of subsidies by the Spanish government to the renewable energy sector violates the fair and equitable treatment of the ECT.,No case documents are available.,https://climatecasechart.com/non-us-case/alten-renewable-energy-v-spain
Strabag and others v. Germany,2019,ICSID Case No. ARB/19/29,Pending,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Energy Charter Treaty","In 2019, Austrian company Strabag and two affiliates filed a claim under the Energy Charter Treaty related to Germany's administration if its renewable energy regime, including for offshore wind energy production, which allegedly caused the claimants to abandon their offshore wind projects. No further detail about the case has yet been made public.","Claims arising out of the Government’s legislative changes to its renewable energy regime, including for offshore wind energy production, which allegedly caused the claimants to abandon their offshore wind projects.",No case documents are available.,https://climatecasechart.com/non-us-case/strabag-and-others-v-germany
Cementownia “Warta” S.A. v. Commission of the European Communities,2007,"Court of First Instance, T-198/07",Decided,,"European Union, General Court (known as Court of First Instance before 2010)","European Union, Secondary Law, Directives, 2003/87/EC",Applicants in the above actions challenged the Commission of the European Communities' decision rejecting the Polish Phase II national allocation plan (NAP) for the allocation of GHG emission allowances. The Court dismissed all actions as inadmissible because the Commission's decision did not directly and individually affect the Applicants.,Whether the court should annul the Commission's decision rejecting part of the Polish Phase II NAP.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2007/20070605_Court-of-First-Instance-T-19807_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20080923_Court-of-First-Instance-T-19807_order.pdf",https://climatecasechart.com/non-us-case/cementownia-warta-sa-v-commission-of-the-european-communities
TC Energy Corporation and Transcanada Pipelines Limited v. United States of America (II),2021,ICSID CASE NO. ARB/21/63,Decided,"Suits against governments, Trade and Investment, Environmental permitting","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, United States-Mexico-Canada Agreement (USMCA), International Law, NAFTA (North American Free Trade Agreement)","The dispute concerns the Keystone XL Pipeline, a project intended to transport crude oil from Alberta, Canada, to U.S. refineries. The project, partly financed by Alberta Petroleum Marketing Commission (APMC), faced repeated setbacks due to shifting U.S. political decisions. The initial Presidential Permit application (2008) was denied in 2012, prompting a second application, which was also rejected under the Obama administration, leading to an ICSID Arbitration between the parties. However, after the Trump administration approved the permit in 2017, the parties terminated the arbitration and waived future claims related to prior events. The permit was reissued in 2019 but was revoked in January 2021 after President Biden took office. With NAFTA replaced by USMCA in July 2020—and Canada opting out of investor-state arbitration—the claimants initiated a new arbitration in November 2021 under Annex 14-C of the USMCA as a NAFTA legacy claim.","Whether Annex 14-C of the USMCA allows investors to bring NAFTA legacy claims for breaches that occurred after NAFTA’s termination on June 30, 2020, but within the three-year transition period (July 1, 2020 – June 30, 2023).","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240712_ICSID-CASE-NO.-ARB2163_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240712_ICSID-CASE-NO.-ARB2163_opinion.pdf",https://climatecasechart.com/non-us-case/tc-energy-corporation-and-transcanada-pipelines-limited-v-united-states-of-america-ii
Eco Oro Minerals Corp. v. Republic of Colombia,2016,ICSID Case No. ARB/16/41,Decided (Damages pending),"Suits against governments, Trade and Investment, Climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Free Trade Agreement between Colombia and Canada","In 2016, Canadian mining company Eco Oro filed a claim for compensation against Colombia after a series of regulatory measures undertaken by the government to protect the páramo ecosystem. The company alleged that the measures deprived Eco Oro of its mining rights under a 2007 concession contract for the exploration and exploitation of precious metals and associated minerals. The company argued that Colombia breached its obligations under the Free Trade Agreement (FTA) through unlawful and indirect expropriation of its investment and for failing to accord the company’s investment the minimum standard of treatment. Eco Oro sought compensation in the amount of USD 696 million. The filing alleged that Colombia breached Article 811 of the FTA relating to expropriation, as well as multiple aspects of Article 805 relating to the customary international law minimum standard of treatment of aliens, including fair and equitable treatment and full protection and security.","Claims arising out of a series of regulatory measures aimed at protecting the páramo ecosystem, affecting a company’s mining concession.",https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_ICSID-Case-No.-ARB1641_decision-1.pdf,https://climatecasechart.com/non-us-case/eco-oro-minerals-corp-v-republic-of-colombia
Baywa r.e. Renewable Energy GMBH and Baywa r.e. Asset Holding GMBH v. Kingdom of Spain,2015,ICSID Case No. ARB/15/16,Decided in favor of investors and upheld by annulment commitee.,,"Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Energy Charter Treaty","The dispute arose from regulatory changes in Spain’s renewable energy framework that affected the investments of German companies BayWa r.e. Renewable Energy GmbH and BayWa r.e. Asset Holding GmbH (collectively, """"BayWa""""). BayWa had acquired interests in two Spanish special purpose vehicles (SPVs), Parque Eólico La Carracha, S.L. and Parque Eólico Plana de Jarreta, S.L., which owned and managed wind farms in northern Spain.","Whether Spain's regulatory changes to its renewable energy support scheme, which replaced the guaranteed feed-in tariff (FIT) regime with a less favorable system, violated its obligations under the Energy Charter Treaty (ECT).","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210125_ICSID-Case-No.-ARB1516_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230508_ICSID-Case-No.-ARB1516_decision-1.pdf",https://climatecasechart.com/non-us-case/baywa-re-renewable-energy-gmbh-and-baywa-re-asset-holding-gmbh-v-kingdom-of-spain
DS-593: European Union — Certain measures concerning palm oil and oil palm crop-based biofuels,2019,DS-593,Pending,"Suits against governments, Trade and Investment, Climate-justified measures","World Trade Organization, WTO Dispute Settlement Body","International Law, Agreement on Subsidies and Countervailing Measures (SCM Agreement), International Law, General Agreement on Tariffs and Trade 1994, International Law, Technical Barriers to Trade Agreement (TBT Agreement)","Complainant: Indonesia
Respondent: European Union
Third Parties: Argentina; Australia; Brazil; Canada; China; Colombia; Costa Rica; Ecuador; Guatemala; Honduras; India; Japan; Malaysia; Norway; Russian Federation; Singapore; Korea, Republic of; Thailand; Turkey; United States",Whether EU’s renewable energy measures in respect of biofuels are discriminatory against palm-oil-based biofuels.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191216_DS-593_application.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191220_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200107_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200107_DS-593_na-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200109_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200109_DS-593_na-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200110_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200124_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200324_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201113_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210610_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210305_DS-593_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210527_DS-593_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210702_DS-593_petition.pdf",https://climatecasechart.com/non-us-case/ds-593-european-union-certain-measures-concerning-palm-oil-and-oil-palm-crop-based-biofuels
Eskosol v. Italy,2015,ICSID Case No. ARB/15/50,Decided,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Energy Charter Treaty","In 2015 Belgian company Eskosol filed a claim under the fair and equal treatment provisions of the Energy Charter Treaty against Italy, arising from Italy's changes to its incentive scheme for renewable energy. According to the claimant, two State measures adopted in March and May 2011 (the Romani Decree and the Fourth Energy Account) rendered its photovoltaic project unviable and led to the company’s bankruptcy.",Claims arising out of a series of governmental decrees to cut tariff incentives for some solar power projects.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200904_ICSID-Case-No.-ARB1550_decision.pdf,https://climatecasechart.com/non-us-case/eskosol-v-italy
Belenergia v. Italy,2015,ICSID Case No. ARB/15/40,Decided,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes",,"In September 2015, Belenergia, a Luxembourg-incorporated company, filed a request for arbitration against Italy, contesting Italy’s changes to the legal regime governing investments in the photovoltaic (PV) sector. In particular, Belenegia contended that the two decrees implemented by Italy frustrated its legitimate expectation based on determined incentives. According to Belenergia, Italy breached its obligation under the ECT, including the FET  standard, the umbrella clause and provisions prohibiting unreasonable and discriminatory measures.",Claims arising out of a series of governmental decrees to cut tariff incentives for some solar power projects,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190806_ICSID-Case-No.-ARB1540_judgment-1.pdf,https://climatecasechart.com/non-us-case/belenergia-v-italy
Silver Ridge v Italy,2015,ICSID Case No. ARB/15/37,Decided,"Suits against governments, Trade and Investment, Rollback of climate-justified measures","Arbitral Tribunal, International Centre for Settlement of Investment Disputes","International Law, Energy Charter Treaty","In August 2015, Silver Ridge, a company incorporated in the Netherlands, which owned and controlled an Italian subsidiary that operated 25 photovoltaic (PV) plants, filed a request for arbitration against Italy, contesting Italy’s changes to the legal regime governing investments in the PV sector. Silver Ridge challenged the adoption of certain decrees under Articles 10 and 13 of the ECT.",Claims arising out of a series of governmental decrees to cut tariff incentives for some solar power projects,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210226_ICSID-Case-No.-ARB1537_judgment-1.pdf,https://climatecasechart.com/non-us-case/silver-ridge-v-italy
