label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
Johnston v Bass Coast Shire Council,2015,[2015] VCAT 1971 (1),Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)","In a hearing held on November 9, 2015, Marjorie Johnston for the Silverleaves Conservation Society applied for a review of a decision by the Bass Coast Shire Council granting a permit to a development. The development was for a three-level building. She applied for review under section 82 of the Planning and Environment Act 1987. The objections to the permit included consideration of environmental impact and landscape impacts, among others. The sole reason a planning permit was needed for the building was because its height exceeded seven meters from ground level.
    In an order issued on December 16, 2015, the Court granted the permit to develop the land, finding the development plan to be acceptable. In reaching this decision, the Court considered the coastal hazards posed to the building from climate change, although these hazards were not raised in the grounds of the objections. The Court found that the design plan accounted for potential future sea level rise and flooding.",Court considered climate change in assessing development permit,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2015/20151109_2015-VCAT-1971-1_opinion.pdf,https://climatecasechart.com/non-us-case/12206
All Aboard Aotearoa v Auckland Transport,2021,[2022] NZHC 1620,Decided,"Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Environmental assessment and permitting, Other projects","New Zealand, High Court of New Zealand","International Law, UNFCCC, Paris Agreement, New Zealand, Land Transport Management Act 2003, New Zealand, Local Government Act 2002, New Zealand, Climate Change Response Act 2002","In June 2021, the Planning Committee of Auckland Council, acting on the recommendation of Auckland’s Regional Transport Committee (RTC), adopted the Regional Land Transport Plan 2021 (RLTP). Under the RLTP, Auckland’s transport emissions are expected to increase 6% between 2016 and 2031, and vehicle kilometers traveled per capita are not expected to decrease. All Aboard Aotearoa (AAA), an NGO, brought an action against the three local government bodies which had proposed, recommended, and adopted the RLTP.",Whether the adoption of a Regional Land Transport Plan by local government which increased carbon emissions was unlawful on the basis of procedural defects and inconsistency with national statutes.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210806_2022-NZHC-1620_points-of-claim-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220708_2022-NZHC-1620_judgment-1.pdf",https://climatecasechart.com/non-us-case/all-aboard-aotearoa-v-auckland-transport
Save Lamu et al. v. National Environmental Management Authority and Amu Power Co. Ltd.,2016,Tribunal Appeal No. Net 196 of 2016,Decided,"Suits against governments, Environmental assessment and permitting, Utilities","Kenya, National Environmental Tribunal","Kenya, Environmental Management and Coordination Act 2009, Kenya, Environmental Impact Assessment & Audit Regulations, Kenya, Climate Change Act 2016",Kenya’s National Environmental Tribunal (“the Tribunal”) set aside the issuance of a license by the National Environmental Management Authority (NEMA) to Amu Power Company for the construction of the Lamu Coal-fired Power Plant (“Lamu Plant”). The Lamu Plant would be the first coal-fired power plant in Kenya. The Tribunal found that the National Environmental Management Authority violated the Environmental Impact Assessment & Audit Regulations (“EIA Regulations”) by granting an Environmental Impact Assessment License without proper and meaningful public participation in the process.,Whether the National Environmental Management Authority violated public participation requirements in issuing a license to construct a coal-fired power plant and whether a coal company’s environmental impact assessment adequately considered climate change and other factors,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190626_Tribunal-Appeal-No.-Net-196-of-2016_decision.pdf,https://climatecasechart.com/non-us-case/save-lamu-et-al-v-national-environmental-management-authority-and-amu-power-co-ltd
Citizens’ Committee on the Kobe Coal-Fired Power Plant v. Japan,2018,平成30(行ウ)184; 令和3年(行コ)第46号 (second judgment),decided,"Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Environmental assessment and permitting, Other projects","Japan, Osaka High Court, Japan, Osaka District Court","International Law, UNFCCC, Paris Agreement, Japan, Electricity Business Act, Japan, Environmental Impact Assessment Act, Japan, Human Rights, Japan, Administrative Law","On November 19, 2018, twelve residents of the Japanese city of Kobe filed an administrative action against the government seeking more ambitious action on climate change. The plaintiffs asked the Osaka District Court to compel the government to cancel the notice of finalization of an environmental assessment of two new coal-fired units, which the plaintiffs allege would emit about 7 million tons of carbon dioxide per year. The plaintiffs also seek an order finding that the government has unlawfully failed to establish regulatory standards consistent with the Paris Agreement.","Whether the Notice of Finalization by the Minister of Economy, Trade and Industry allowing the construction and subsequent operation of new coal-fired power plants is legal based on the greenhouse gas emissions.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181119_平成30行ウ184-令和3年行コ第46号-second-judgment_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210315_平成30行ウ184-令和3年行コ第46号-second-judgment_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210315_平成30行ウ184-令和3年行コ第46号-second-judgment_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210326_平成30行ウ184-令和3年行コ第46号-second-judgment_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20181119_平成30行ウ184-令和3年行コ第46号-second-judgment_complaint-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220426_平成30行ウ184-令和3年行コ第46号-second-judgment_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220426_平成30行ウ184-令和3年行コ第46号-second-judgment_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220506_平成30行ウ184-令和3年行コ第46号-second-judgment_petition-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230309_平成30行ウ184-令和3年行コ第46号-second-judgment_decision.pdf",https://climatecasechart.com/non-us-case/citizens-committee-on-the-kobe-coal-fired-power-plant-v-japan
Pridel Investments Pty. Ltd. v. Coffs Harbour City Council,2017,NSWLEC 1042,Decided,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, New South Wales, Land and Environment Court","Australia, Environmental Planning and Assessment Act 1979 (NSW)","This case dealt with the Coffs Harbour City Council’s rejection of Pridel Investments’ application to develop a 39-lot subdivision. The city council’s grounds for rejection included unacceptably high flooding risk, failure to consider various climate change impacts in accordance with state and national coastal and climate policy, and sustainable development principles as required by the local planning program—the Our Living City Settlement Strategy. The court noted that the plans for construction assumed a 100-year lifespan for the subdivision, but relied on several assumptions about how well existing dunes and other features of the location would withstand climate change, noting that the Council’s objections were not dependent on climate change, but rather a current risk that the protective dune and vegetation will be eroded. It also characterized the plan as impermissible “urban sprawl along the coast” and highlighted as a “fatal flaw” the site’s lack of any alternative means of emergency vehicle access to the site.",Whether the council lawfully refused the development project application,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170207_NSWLEC-1042_decision-1.pdf,https://climatecasechart.com/non-us-case/pridel-investments-pty-ltd-v-coffs-harbour-city-council
Terminals Pty. Ltd. v. Greater Geelong City Council,2005,[2005] VCAT 1988,Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Australia, Victoria, Civil and Administrative Tribunal","Australia, Victorian Civil & Administrative Tribunal Act 1998","Local residents challenged a permit application for alterations and additions to an existing chemical storage facility expressing concerns about greenhouse gas emissions among other issues, such as net community benefits, chronic health impacts, and design and monitoring. Finding the concerns unwarranted, the Australian State Tribunal (VCAT) denied the challenge. With respect to greenhouse gas emissions, the court found that there was no indication that the site would not be consistent with best practices.",Challenge to proposed alterations to existing chemical storage facility,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2005/20050922_2005-VCAT-1988_decision-1.pdf,https://climatecasechart.com/non-us-case/terminals-pty-ltd-v-greater-geelong-city-council
Tauschke v. East Gippsland Shire Council,2008,[2009] VCAT 2177,Decided,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)","Tauschke sought review in an Australian State Tribunal (VCAT) of a residential building permit that denied him the right to build on his coastal property because of sea level requirements and coastal hazard management considerations regarding coastal impacts of climate change. Based on expert testimony, VCAT found that the land could be developed in a manner that managed flood risks and amended the condition of the permit to provide for such requirements.",Whether a planning permit condition to account for sea level rise was too restrictive.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091016_2009-VCAT-2177_decision-3.pdf,https://climatecasechart.com/non-us-case/tauschke-v-east-gippsland-shire-council
"Yeon-Tae Kim et al. v. Minister of Land, Infrastructure and Transport",2022,,Pending,"Suits against governments, Environmental assessment and permitting, Other projects","South Korea, Seoul Administrative Court","South Korea, Constitution","On June 30, 2022, the defendant, the Minister of Land, Infrastructure, and Transport, established a basic plan to construct an airport on a site secured through the reclamation of the Saemangeum tidal flats. The plaintiffs, 1,308 South Korean citizens who oppose the construction of the airport, filed a lawsuit to cancel the basic plan.",Whether a basic plan to construct an airport through the reclamation of tidal flats violates the Constitution and related laws.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220630_19557_complaint.pdf,https://climatecasechart.com/non-us-case/yeon-tae-kim-et-al-v-minister-of-land-infrastructure-and-transport
Sharma and others v. Minister for the Environment,2020,VID 389 of 2021; [2021] FCA 560; [2021] FCA 774; [2022] FCAFC 35; [2022] FCAFC 65,Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction",,"Australia, Common Law Duty, Australia, Environmental Protection and Biodiversity Conservation Act 1999 (Federal)","On September 8, 2020, eight young people filed a putative class action in Australia's Federal Court to block a coal project. The lawsuit sought an injunction to stop the Australian Government from approving an extension of the Whitehaven Vickery coal mine. The plaintiffs claimed to represent all people under 18, and argued that Federal Minister Sussan Ley has a common law duty of care for young people. They further asserted that digging up and burning coal will exacerbate climate change and harm young people in the future. Plaintiffs sought an injunction to prevent the Minister from approving the project under the Environment Protection and Biodiversity Conservation Act (EPBC).","Whether the Minister for Environment has a duty of care to avoid causing harm to Australian children when deciding whether or not to approve a coal mine expansion. If so, whether an injunction can be sought to stop the Minister from approving the coal mine expansion.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200908_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201029_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201209_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210527_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210708_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210913_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210913_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210924_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210915_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210916_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220315_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220422_VID-389-of-2021-2021-FCA-560-2021-FCA-774-2022-FCAFC-35-2022-FCAFC-65_judgment.pdf",https://climatecasechart.com/non-us-case/raj-seppings-v-ley
Shailendra Prasad Ambedkar v. Office of Prime Minister et. al.,2021,Writ no: 077-WC-0099,Decided,"Suits against governments, Environmental Crimes","Nepal, Supreme Court, Constitutional Bench","Nepal, The Environment Protection Act, Nepal, 2019, Nepal, Constitution","Pursuant to Article 119 of the Constitution, the Minister for Finance of the Government of Nepal shall lay before the joint sitting of both Houses of the Federal Parliament an annual estimate setting out, inter alia, an estimate of national revenue and the money required to meet the charges on the Federal Consolidated Fund. Following the coronavirus pandemic and the subsequent lockdown however, Budget Draft for the fiscal year 2021/22 was passed through an Ordinance. The petitioners in this case argued that adoption of the national budget through Ordinance was largely unconstitutional and more minutely, took contention with point no. 199 of the Draft which held that stone, gravel, and sand was to be exported to reduce the country’s trade deficit following an Environmental Impact Assessment (EIA) report.",Whether the Budget Draft for the fiscal year 2021/22 was constitutional.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210606_Writ-no-077-WC-0099_decision-1.pdf,https://climatecasechart.com/non-us-case/shailendra-prasad-ambedkar-v-office-of-prime-minister-et-al
Municipality of Cerrillos (Google Data Center) v/ Evaluation Commission of the Metropolitan Region,2020,,Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Chile, Environmental Court","Chile, Law No 19.880, Chile, Law No 19.300, Chile, Law 20.600","On December 11 and 14, 2020, the petitioners filed an administrative claim against Exempt Resolution No. 524/2020, of October 28, 2020, issued by the Evaluation Commission of the Metropolitan Region (Coeva RM), in accordance with Article 17 No. 8 of Law No. 20.600. The claim is against the approval of the “Cerrillos Data Center,” a Google Chile megaproject involving the establishment of a technological data storage center, which requires a powerful cooling system due to a large number of servers in operation. The claim is based on the project's potential adverse effects on the residents of the Cerrillos commune, particularly regarding the potential impacts on water resource availability and air quality.",Whether data centers have an ecological impact in the context of a climatic crisis,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240226_83575_decision.pdf,https://climatecasechart.com/non-us-case/municipality-of-cerrillos-google-data-center-v-evaluation-commission-of-the-metropolitan-region
"Trustees for the Time Being of the GroundWork Trust v. Minister of Environmental Affairs, KiPower (Pty) Ltd, and Others",2017,Case no. 54087/17,Decided,"Suits against governments, Environmental assessment and permitting, Utilities","South Africa, High Court","South Africa, National Environmental Management Act 107 of 1998","The environmental organization groundWork has filed a motion requesting that South Africa’s High Court review and set aside the Department of Environmental Affair’s authorization to develop a 600 MW coal-fired power plant, the “KiPower Project,” without first considering the climate change impacts of the plant. They also challenge the Minister of Environmental Affairs’ decision to dismiss groundWork’s appeal of the authorization.",Consideration of climate change in environmental impact statements,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170905_Case-no.-5408717_petition-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220503_Case-no.-5408717_order.pdf",https://climatecasechart.com/non-us-case/trustees-time-groundwork-trust-v-minister-environmental-affairs-others
Guyane Nature Environnement and France Nature Environnement v. France,2021,,Decided,"Suits against governments, Environmental assessment and permitting, Utilities","France, Council of State","France, French Energy Code, Article L. 100-4","The company ‘EDF Production Électrique Insulaire’ intended to replace an old thermal power plant in French Guiana, France’s overseas region, which, due to its obsolescence and future compliance with regulatory standards, had to be shut down by December 31, 2023. A decree dated March 30, 2017, set forth the replacement of the thermal power plant by a new thermal power plant; the operation of this power by EDF was authorised by an order of the territorial authority on June 13th, 2017. By two orders dated October 22, 2020, the Prefect of French Guiana issued an environmental authorization for a new oil-fired thermal power plant construction project to proceed and a building licence.","1) Whether the national energy policy objective of reducing GHG emissions by 40% between 1990 and 2030 applies to private companies
2) Whether the limited extension of urban development near coastlines rule applies to environmental authorization and what are the conditions for obtaining a valid building permit.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220718_18201_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220719_18201_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220718_18201_decision-3.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220718_18201_decision-1.pdf",https://climatecasechart.com/non-us-case/guyane-nature-environnement-and-france-nature-environnement-v-france-2
Micronesia Transboundary EIA Request,2009,,Request for EIA granted (and related project approved),"Suits against governments, Environmental assessment and permitting, Utilities",,"Czech Republic, Act on Environmental Impact Assessment","On December 3, 2009, the Federated States of Micronesia requested the Czech Republic, in accordance with § 11(1)(b) of the Act on Environmental Impact Assessment, to initiate a Transboundary Environmental Impact Assessment (EIA) proceeding for its plans to modernize and extend operations of the Prunerov II coal-fired power plant.  Micronesia asserted that it has reasonable grounds to believe that its territory will be affected by the continued operation of the power plant.",Challenge to government plans to modernize and extend operations of coal-fired power plant,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20091203_2686_petition.pdf,https://climatecasechart.com/non-us-case/micronesia-transboundary-eia-request
Bernhard Seifert v. Colac-Otway Shire Council,2009,[2009] VCAT 1453 (Australia),Decided,"Suits against governments, Environmental assessment and permitting, Climate adaptation","Australia, Victoria, Civil and Administrative Tribunal","Australia, Planning and Environment Act 1987 (Victoria)",An Australia state court approved a permit for the subdivision on land subject to condition that the owner demonstrate how the development will deal with and minimize flood risks  to the satisfaction of the Responsible Authority prior commencing development. The approval was based on two expert reports pertaining to effects of sea level rise due to climate change.,Proposed amendment to a building permit,No case documents are available.,https://climatecasechart.com/non-us-case/bernhard-seifert-v-colac-otway-shire-council
Stop the A38 Expansion Group v Secretary of State for Transport (The A38 Derby Junctions Development Consent Order 2023),2023,,Pending,,"United Kingdom, England and Wales, High Court of Justice","United Kingdom, Planning Act 2008","In August 2023 the Secretary of State granted development consent for replacement junctions on the A38 road in Derby, England.",Whether a decision to grant development consent for a new road scheme was lawful.,No case documents are available.,https://climatecasechart.com/non-us-case/stop-the-a38-expansion-group-v-secretary-of-state-for-transport-the-a38-derby-junctions-development-consent-order-2023
World Wildlife Fund Canada et al. v. Minister of Natural Resources et al.,2022,T-1532-22,Pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","Canada, Federal Court, Supreme Court of Canada","Canada, Petroleum Resources Act","On July 26, 2022, the World Wildlife Fund Canada and The David Suzuki Foundation, supported by Ecojustice Canada, have filed in the Federal Court of Appeal an application for judicial review of the federal government’s decision to extend 20 oil and gas “sleeper” permits originally granted off the coast of British Columbia in the late 1960s and 1970s. The applicants submit that these permits, held by Chevron Canada Limited and Exxon Mobil for offshore oil and gas exploration in British Columbia, were to expire decades ago, but Natural Resources Canada has indefinitely extended these permits in violation of the Canada Petroleum Resources Act.  As such, the applicants submit that because the federal government has unlawfully kept these permits on the books for more than 40 years, these permits should be found to be expired and invalid. The areas covered by the permits include Scott Islands Protected Marine Area and the Hecate Strait/Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area in British Columbia. The applicants note that these sleeper permits pose an underlying threat to at-risk species and critical habitat in these areas, which are areas rich in biodiversity.",Whether the federal government has unlawfully extended oil and gas permits of the coast of British Columbia under the Canada Petroleum Resources Act.,No case documents are available.,https://climatecasechart.com/non-us-case/world-wildlife-fund-canada-et-al-v-minister-of-natural-resources-et-al
Lho’imggin et al. v. Her Majesty the Queen,2020,,Pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against governments, GHG emissions reduction and trading, Other","Canada, Federal Court of Appeal","Canada, Canadian Charter of Rights and Freedoms, Canada, Constitution of Canada","Two houses of the Wet’suwet’en indigenous group filed a legal challenge on February 10, 2020 alleging that the Canadian government's approach to climate change has violated their constitutional and human rights.","Indigenous groups alleged Canada's climate policy, approval of GHG-emitting projects violate human and constitutional rights.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200210_NA_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201116_NA_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201210_NA_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210430_NA_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210628_NA_na.pdf",https://climatecasechart.com/non-us-case/gagnon-et-al-v-her-majesty-the-queen
"Preston New Road Action Group v. Secretary of State for Communities and Local Government, Lancashire County Council, Cuadrilla Bowland Ltd., Cuadrilla Elswick Ltd.",2017,[2017] EWHC 808 (Admin),Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","United Kingdom, England and Wales, Court of Appeal, Court of Appeal (Civil Division)","European Union, Secondary Law, Directives, 2011/92/EU","The UK Court of Appeal upheld the government's decision to permit natural gas exploration at two sites, rejecting claims that the government failed require sufficient cumulative impact analysis and should have considered the possible climate effects of any future natural gas production.","Claimant argued that the UK government failed require sufficient cumulative impact analysis and should have considered the possible climate effects of any future natural gas production, including negative impacts.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180112_2017-EWHC-808-Admin_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180112_2017-EWHC-808-Admin_judgment.pdf",https://climatecasechart.com/non-us-case/preston-new-road-action-group-v-secretary-of-state-for-communities-and-local-government-lancashire-county-council-cuadrilla-bowland-ltd-cuadrilla-elswick-ltd
In re Vienna-Schwechat Airport Expansion,,W109 2000179-1/291E,Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Austria, Federal Administrative Court","Austria, Climate Protection Act of 2011, Austria, Constitution","Various NGOs and individuals persuaded a panel of the Austrian Federal Administrative Court to overturn the government of Lower Austria’s approval of construction of a third runway at Vienna’s main airport. The reason: authorizing the runway would do more harm to the public interest than good, primarily because it would be contrary to Austria’s national and international obligations to mitigate the causes of climate change. Of the authorities cited by the court, the most important was Austria’s Climate Protection Act of 2011, which set emissions reduction targets for various sectors, including the transport sector. Because a third runway was expected to increase Austria’s annual CO2 emissions, the court concluded that it would be at odds with the provisions of the 2011 Act as well as with Austria’s constitution and its international commitments under EU law and the Paris Agreement.",Construction of third runway at Vienna's main airport,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_W109-2000179-1291E_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170202_W109-2000179-1291E_decision-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170629_W109-2000179-1291E_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170601_W109-2000179-1291E_decision.pdf",https://climatecasechart.com/non-us-case/in-re-vienna-schwachat-airport-expansion
Pepperwood Ridge Pty. Ltd. v. Newcastle City Council,2005,[2009] NSWLEC 1046,Decided,"Suits against governments, Environmental assessment and permitting, Other projects","Australia, New South Wales, Land and Environment Court","Australia, Environmental Planning and Assessment Act 1979 (NSW), Australia, State Environmental Planning Policy: Seniors' Living 2004 (NSW)","The Australian state court upheld an appeal against the refusal of a permit to construct a senior living facility. The local council denied the permit on the grounds that the proposed facility did not comply with the climate change principles designated in local planning documents because it was not sited in the northerly direction. The court disagreed with the local council, finding adequate design for climate, reasoning that non-compliance with orientation provisions did not necessarily warrant refusal of an application, especially where the natural topography did not justify such orientation.",Appeal the refusal of planning permit to construct senior living facility due to siting,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090211_2009-NSWLEC-1046_decision.pdf,https://climatecasechart.com/non-us-case/pepperwood-ridge-pty-ltd-v-newcastle-city-council
R (oao Cox & Others) v Oil and Gas Authority & Others (“Paid to Pollute case”),2021,[2022] EWHC 75 (Admin),Decided,"Suits against governments, Environmental assessment and permitting, Natural resource extraction","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Energy Act 2016","On May 12, 2021, three climate activists, Jeremy Cox, Mikaela Loach and Karin Van Sweeden (the “Claimants”)  brought a legal challenge in relation to the adoption of the Government’s new Oil and Gas Strategy (the “Strategy”). Their claim was defended by the Oil and Gas Authority (“OGA”) and the Secretary of State for Business Energy and Industrial Strategy (“SoS”; Kwasi Kwarteng). The strategy was laid before Parliament in December 2020, came into force in February 2021, and gives the OGA a dual mandate to both “secure that the maximum value of economically recoverable petroleum is recovered from the strata beneath relevant UK waters” and, in doing so, “to take appropriate steps to assist the Secretary of State in meeting the net zero target.” The strategy sets out plans to support ongoing efforts to exploit North Sea oil and gas reserves. Under the Petroleum Act 1998, the Strategy needs to ensure the maximization of the “economic recovery of UK petroleum.""",Whether the UK Oil and Gas Authority's new strategy is unlawful.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_2022-EWHC-75-Admin_judgment-1.pdf,https://climatecasechart.com/non-us-case/loach-et-al-v-oga-paid-to-pollute-case
Lark Energy Ltd. v. Secretary for State for Communities,,[2014] EWHC 200,Decision quashed and remanded,"Suits against governments, Environmental assessment and permitting, Renewable projects","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Town and Country Planning Act 1990 (England and Wales)","Lark Energy Ltd. challenged the decision of the Secretary for State Communities (Secretary) to dismiss its appeal against the refusal of the District Council of its application for planning permission for the installation of a 24 MW solar farm.  Lark Energy had been granted a permit for a 14 MW solar array but then appealed to increase the installation. The inspector found that the appeal scheme should be approved because the significant benefits, including increased renewable energy and decreased greenhouse gas emissions, outweighed the limited harm to the character and appearance of the countryside. However, the Secretary disagreed, finding that the harm to the character and appearance of the area caused by the appeal scheme was greater than the permitted scheme such that it outweighed the benefits.  Lark Energy appealed the Secretary’s findings in the High Court of Justice alleging that the Secretary had failed to sufficiently consider local and national development policies. The court found that the Secretary had failed to fulfill  his duty to consider whether the appeal scheme was in accordance with local council’s development plan. The court quashed the Secretary’s decision and remitted the case to him for redetermination.",Appeal refusal of a permit to build solar farm,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140620_2014-EWHC-200_judgment.pdf,https://climatecasechart.com/non-us-case/lark-energy-ltd-v-secretary-for-state-for-communities
Laughton Wind Farm Ltd. v. West Lindsey DC,,[2006] P.A.D. 37,Application dismissed,"Suits against governments, Environmental assessment and permitting, Renewable projects","United Kingdom, Planning Inspectorate","United Kingdom, Planning Policy Statement 22","Laughton Wind Farm Ltd. appealed a decision by the West Lindsey Borough Council refusing planning permission for a proposal to build ten wind turbines.  The Planning Inspector concluded that the proposed wind farm would have an unacceptably substantial impact upon the local landscape and visual amenity of the local area, especially since the turbines would be taller than any other structure in the area and that the rotation of the blades would make them particularly conspicuous in the landscape.",Appeal of local council decision denying planning permission for wind turbines,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2006/20060111_2006-P.A.D.-37_judgment-1.pdf,https://climatecasechart.com/non-us-case/laughton-wind-farm-ltd-v-west-lindsey-dc
RES Southern Cross v. Minister for Planning,2007,[2009] NSWLEC 1034,Decided,"Suits against governments, Environmental assessment and permitting, Renewable projects","Australia, New South Wales, Land and Environment Court","Australia, Environmental Planning and Assessment Act 1979 (NSW)","A number of individuals and a community association objected to RES Southern Cross’s application to modify a proposed wind farm by raising turbines and installing aviation safety lighting. The challengers expressed concern over noise, visual impacts, biodiversity impacts, etc. In dismissing the challenge, the court asserted that the development was in the public interest due to the risks of climate change.",Challenge permit approval allowing modification of proposed wind farm,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2009/20090211_2009-NSWLEC-1034-_decision.pdf,https://climatecasechart.com/non-us-case/res-southern-cross-v-minister-for-planning
